_unit_id,positivity,date,headline,text,,,
842616814,5,8/7/84,Business and Finance,"THE STOCK MARKET's three-day rally slowed on profit-taking and weakness in the bond market. Volume, however, reached 203 million shares. Bond prices slid on investor worries over the interest-rate outlook and U.S. borrowing needs.</br></br>Some brokerage firms are posting increases in stock business of 50% to 100% from a week ago, but are divided over advice to investors.</br></br>---</br></br>Merrill Lynch agreed to acquire Becker Paribas in a stock transaction valued at $100 million. Cie. Financiere de Paribas apparently decided to divest the unit partly because of fixed-income securities trading losses, said to exceed $60 million.</br></br>---",,,
842616815,5,9/1/11,Tallying the Toll on the Economy From 9/11,"Osama bin Laden vowed to bleed America ""to the point of bankruptcy, Allah willing."" He failed. The Sept. 11, 2001, terror attacks were enormously costly to the U.S., though not in the ways expected initially.</br></br>Sept. 11 did not, as feared, trigger a wrenching recession; the bursting of the housing bubble was worse. And despite lines at airport security, Sept. 11 did not dent the efficiency of the U.S. economy; productivity kept growing.</br></br>But Sept. 11 did cost a lot in other ways. The attacks led to Afghanistan and Iraq, wars that already have cost nearly twice what Vietnam did, adjusted for inflation.</br></br>Putting a price tag on the human toll from 9/11 is impossible. Nearly 3,000 were killed in the attacks. More than 6,200 U.S. troops have been killed in Afghanistan and Iraq. Measuring the impact of 9/11 on the American psyche and its sense of security and freedom is difficult.</br></br>But one can, with the hindsight of a decade, begin to tally the quantifiable economic costs.",,,
842616823,8,1/26/00,Consumer Confidence in Economy Hits New High,"WASHINGTON -- With unemployment continuing to fall and the economic boom nearing a record as the longest in U.S. history, consumers began the new year with confidence in the economy soaring to an all-time high.</br></br>The Conference Board's monthly index measuring the economic outlook of U.S. households jumped three points in January, to 144.7 from 141.7 in December, and now stands at the highest level in the survey's 32-year history. The increase is the fourth straight monthly rise for the index, which has more than recovered from a slump in the summer and fall.</br></br>""This is an astonishingly strong report,"" Ian Shepherdson, chief U.S. economist for High Frequency Economics in Valhalla, N.Y., told his clients.</br></br>The survey, considered a good predictor of consumer demand, offers further evidence that consumer spending is likely to remain strong into the immediate future. With jobs remaining plentiful, economists said consumers weren't fazed by recent stock-market volatility, rising mortgage rates or surging energy prices.</br></br>""An expanding global economy and a robust job market suggest that consumer optimism and consumer spending could rise even further,"" said Lynn Franco, the economist who oversees the survey of 5,000 households for the New York-based private research firm.",,,
842616830,4,2/3/92,Board of Contributors: Goose the Money Supply,"When Alan Greenspan appears before the Senate and House Banking Committees later this month, a primary focus of his testimony will be the Fed's target for money supply growth during the current year. The decision on that rate of increase will be made during the next two days by the Federal Reserve Open Market Committee.</br></br>There's a good reason that the Federal Reserve is required to report on its target for the growth of the money supply rather than its target for interest rates. The change in the growth of the money supply is a good indicator of where the economy is likely to be headed in the near future. While it is certainly not a perfect indicator, the increase in the broad M2 monetary aggregate (that includes small time deposits and money market mutual funds as well as checking account deposits and currency) is far better than interest rates as a guide to the future growth of total spending in the economy.</br></br>As a rough rule of thumb, experience shows that the rate of growth of total nominal gross domestic product is approximately equal to the rate of increase of M2 six months earlier. Although there have been variations in this relation from year to year, over the past two decades nominal GDP has grown at an annual rate of 8.5% while the stock of M2 has grown by 8.7%. Recent experience also conforms quite closely to this general rule: Total nominal GDP rose 3.2% from the fourth quarter of 1990 until the fourth quarter of 1991, while M2 increased by 3.3% from the second quarter of 1990 to the second quarter of 1991.</br></br>The slow growth of nominal GDP last year helped to bring down inflation. But even with only a 3% percent rise of the GDP price deflator during 1991, the 3.2% nominal GDP rise left room for real GDP growth of only 0.2% from the fourth quarter of 1990 until the fourth quarter of 1991. A decline of GDP in the first quarter of 1991 was followed by a resumption of growth in the second and third quarters but then a fourth quarter in which real GDP rose only 0.3%. For the year as a whole, real GDP in 1991 was nearly 1% lower than in 1990. This recent slowdown would probably have been avoided if the Federal Reserve had provided faster growth of M2 earlier in the year.</br></br>Looking ahead, the level of economic activity during the first half of 1992 is likely to show very little if any increase because of the very slow growth of the money supply in the second half of 1991. Since M2 grew at an annual rate of only 1.3% from the second quarter of 1991 until the final quarter of the year, the rule of thumb based on past experience implies that nominal GDP will also rise only 1.3% during the first half of 1992. Unless the inflation rate drops below 1.3%, that simple forecasting rule implies no real growth in the first half of 1992.",,,
842616831,9,1/2/96,"1995 Year-End Review of Markets and Finance --- Review of the Stock Market: Stocks Remain Ready to Ramble Higher, But a Renewed Raucous Rally Is Unlikely --- By Dave Kansas Staff Reporter of The Wall Street Journal","What a ride! With the economy behaving in almost perfect fashion, stock prices enjoyed some of their strongest gains in years. After opening the year in a pessimistic mood, investors turned joyous as the Dow Jones Industrial Average charged through the 4000 and 5000 milestones before the end of the year.</br></br>By year end, most every investor had reason to smile. The Dow, up 33.45%, edged out most of the mutual funds, but even those laggards had a good year. And all these gains came with little queasiness. According to Ned Davis Research Inc., Nokomis, Fla., the Dow's biggest correction in 1995 was a record low 3.3%. In addition, Ned Davis Research says the Dow, which hit its last bear market bottom in October 1990, has put in its longest run ever without a 10% correction.</br></br>But the spectacular year required something akin to a razor's edge dance by the economy. The enriching combination of modest growth with good profits -- the so-called soft landing -- came about despite a great deal of cynicism that it could ever happen.</br></br>Can that perfect combination continue? Most analysts now say yes. Sort of. Few expect another raucous year with gains of more than 30%. Instead, the bull market will have a return to normalcy, with consensus expectations hovering around a 10% return for the year.</br></br>Of course, it must be noted early on that many chin-scratchers erred badly in their 1995 outlooks a year ago. The consensus expected some sort of correction in the stock market, with prices moving higher later in the year. But hardly anyone thought the Dow would cruise past 5000.",,,
842616832,7,1/11/02,"Home Price Forecast 2002: Bouncing Back? --- Despite Economy, Home Prices Again Start Gaining Ground; But `Fire Sales' In Denver","CAN PRICES GO any lower in San Francisco? Will war benefit home sellers in Los Angeles? And how much more expensive will homes nationally be this year than last?</br></br>The answers: Yes, maybe and just a bit, according to the most recent Home Price Forecast done by Case Shiller Weiss, a Cambridge, Mass., research firm, for The Wall Street Journal. But while many industries across the country are still hurting from the recession, the economists think real estate may be leading the way back up. Home prices nationally will once again climb over the coming year, by an average of 2.8%. In fact, out of the 20 cities tracked, only two won't see prices rise, the forecasters say.</br></br>Still, the upswing will be remarkably varied across the country, with some cities, such as San Diego, barely squeaking ahead (prices are expected to go up by just 0.8% there), while others, like Washington, D.C., should boast a robust jump of more than 7%. And though prices usually go up in the spring, Case Shiller Weiss predicts that in most places they won't climb until the second half of the year. ""We're not out of the woods yet,"" says the firm's Karl Case, who takes into account past sale prices, the number of homes on the market and the number of people setting up new households when making his predictions.</br></br>Patrick and Sharon Brem discovered that for themselves when they recently tried to sell their loft in downtown San Francisco. That market has been one of the hardest hit in recent months and the economists say prices will drop by an additional 5.7% this year, making it the only city in the survey where they'll actually fall. The Brems were asking $969,000 for their place, but settled for $730,000 -- or exactly what they paid for it two years ago. ""We consider ourselves lucky to get out when we did,"" says Mrs. Brem, an Internet developer. A lot of people haven't been able to find buyers: The number of sales there fell by 27% in November from the year before.</br></br>Home prices were flagging even before Sept. 11 -- in the first quarter of 2001, the National Association of Realtors found that prices had started downward in more than a quarter of the 128 major metro areas it tracks. And they were down in the immediate aftermath of the attacks -- September median new home prices dropped 5.1%, while those of existing homes fell 3.6%. But overall, the housing market has held its ground remarkably well despite the shaky economy, propped up by numerous interest-rate cuts and consumer faith in the housing market. During the third quarter of last year, inflation-adjusted prices nationally rose 6.1% from a year earlier, according to the federal government.",,,
842616837,3,6/14/95,Bond prices surge as report of weak retail sales for May renews concerns about economy,"Weaker than expected retail sales figures for May blew the scent of recession back into the bond market yesterday, a worry that sparked one of the bigger one-day rallies of the past year.</br></br>The price of the 30-year Treasury bond rose nearly 2 1/4 points to 114 1/32, or about $22.50 for every $1,000 bond. The yield, which moves in the opposite direction of the price, fell to 6.54%.</br></br>Movement in the Treasury's two year note was even more dramatic. Its price which is roughly six times more sensitive to movements than the 30-year bond, rose nearly 5/8 of a point, while its yield fell 31 hundredths of a percentage point to 5.61%, its biggest one-day move in five years.</br></br>Traders, investors and economists said the weak retail sales figures for May -- a 0.2% gain compared with expectations of 0.6% -- confirmed suspicions about the economy's weakness. Moreover, they said once again Federal Reserve Board policy makers are under pressure to cut short-term rates soon.</br></br>""The fundamentals are now more positive [for a cut in rates] than when we had the weak unemployment numbers [on June 2],"" said Lee Quaintance, head of government bond trading at CS First Boston.",,,
842616839,7,3/20/02,Dow Jones Industrials Hit High for Year After Upbeat Fed Keeps Rates Unchanged,"The Dow Jones Industrial Average reached a new high for the year following a generally upbeat assessment from the Federal Reserve, which left interest rates unchanged.</br></br>The Fed signaled that the prospects for the economy are improving, helping to keep stocks up across the board even though the rate decision was anticipated. Many investors said they were relieved the Fed didn't signal excessive nervousness about inflation, though it did give one of its first indications that it might raise interest rates later this year if the economic turnaround continues.</br></br>The Dow Jones Industrial Average closed up 0.54%, or 57.50 points, at 10635.25. That's just above the previous high for the year, hit a week ago, of 10632.35. The Standard & Poor's 500-stock index climbed 0.41%, or 4.74 points to 1170.29. The Nasdaq Composite Index rose 0.20%, or 3.81 points, to 1880.87.</br></br>Bond prices edged higher and the dollar was up.</br></br>Stocks dropped slightly after the Fed's announcement at 2:20 p.m. EST but managed to fend off afternoon selling pressure and close in positive territory.",,,
842616842,3,3/23/12,New-Home Sales Drop,"Sales of new homes in the U.S. fell for the second consecutive month in February, an indication that the housing market remains shaky in the aftermath of a severe bust.</br></br>New-home sales decreased by 1.6% to a seasonally adjusted annual rate of 313,000 from January, the Commerce Department said Friday. It was the second-straight monthly decline and the lowest reading since October 2011.</br></br>The results were worse than expected. Economists surveyed by Dow Jones Newswires had forecast sales last month would climb by 1.2% to an annual rate of 325,000.</br></br>In addition, January's sales were revised downward to 318,000 from an initially reported 321,000. That was a decline of 5.4% from December.</br></br>However, new-home sales were up 11.4% compared with February 2011. And prices have stabilized: The median price of a new home was $233,700 last month, up 6.2% from February 2011.",,,
842616844,4,11/16/89,Tokyo Stocks Advance on Expectations of Decline In U.S. Interest Rates,,"Tokyo stock prices rose to record levels for the third consecutive day amid growing expectations of lower U.S. interest rates.</br></br>U.S. October retail sales and industrial production reports Tuesday indicated a slowdown in the U.S. economy and fueled speculation that the U.S. Federal Reserve will ease its credit policy, observers said.</br></br>London shares eased in quiet trading.</br></br>At Tokyo, the Nikkei index opened higher, collecting small-lot buying in a wide range of issues and remained in the plus column through the day, reaching nearly 36000 at midmorning.</br></br>The Nikkei index, covering 225 selected issues, was up 83.59 points to 35852.23, posting a new high. The index's intraday peak was 35976.78. It gained 18.52 Tuesday.",,
842616851,4,11/20/08,Long-Term Treasurys Roar Ahead,"Worries about a drawn-out recession and the prospect of deflation gave Treasurys a boost, with the 30-year bond rocketing higher.</br></br>Minutes from the Federal Reserve, which suggested further interest-rate cuts, added to the government-bond market's gains, as did the sharp falls in stocks. The Fed also downgraded both its growth and employment forecasts, signaling that weakness in the economy will persist into 2009. As investors sought safety in Treasurys, bond yields, which move inversely to prices, fell across the board.</br></br>The benchmark 10-year Treasury note saw its yield fall to 3.390%, from 3.537% Tuesday, as the price rose 1 8/32 points, or $12.50 for every $1,000 invested, to 103 1/32. The 30-year bond surged 3 5/32 points, or $31.5625 for every $1,000 invested, to 109 4/32, to yield 3.972%, from 4.147% Tuesday. The two-year yield fell to 1.110%, the lowest since June 13, 2003.</br></br>Worries about deflation sent the 10-year break-even rate, the yield spread between the 10-year Treasury inflation-protected securities and 10-year nominal Treasurys, to a low of 0.37 percentage point, the lowest level since the Treasury Department started to sell TIPS in 1997.</br></br>The gap suggests investors expect an average annualized inflation of 0.37% over the next decade, adding to the shift over the past few months from inflation concerns to deflation worries.",,,
842616858,3,1/4/89,New Year for Investors Has a Rocky Beginning,"NEW YORK -- Stocks, bonds and the dollar all stumbled coming out of the gate on the first day of trading in 1989.</br></br>The dollar tripped first in what traders said was a reaction to the artificially strong demand for the currency in the closing days of 1988. The weaker dollar, coupled with a report that indicated the economy remains strong in the face of rising short-term interest rates, sent bond prices sprawling. And after that the fall in stock prices was almost anti-climactic.</br></br>The Dow Jones Industrial Average retreated 23.93 to 2144.64 after being off nearly 40 points early in the afternoon. Computer-generated trading fueled much of the decline.</br></br>But analysts cautioned that yesterday's price action doesn't necessarily mean the financial markets have nowhere to go but down in 1989. ""I think there's less here than meets the eye,"" said Peter Canelo, a portfolio strategist at Bear Stearns. ""I don't think there's a clear direction on the economy, and there isn't any conviction about interest rates.""</br></br>As 1988 drew to an end, investors were looking for signs that the economy is slowing in reaction to the Federal Reserve's steady effort to drive interest rates higher. Instead, the early evidence points to a stronger than expected economy in December that will require even more interest rate discipline. That hurts bond prices in the short run and increases the chances that when the economy does slow it could do so abruptly, perhaps falling into recession. A sharp slowdown would undermine corporate profits, the main prop for stock prices.",,,
842616859,4,11/10/09,"Dow Surges 203.52, Hits High for 2009","Financial stocks led a broad rally, and the Dow Jones Industrial Average hit a high for the year as investors became more confident in the flow of easy money.</br></br>The Dow climbed for a fourth consecutive day, up 203.52 points, or 2%, to 10226.94, its highest finish since Oct. 3, 2008. The blue chips have risen 4.7% since the Federal Reserve's policy statement last Wednesday indicated that the central bank wouldn't raise interest rates any time soon.</br></br>J. Stephen Lauck, chief executive and portfolio manager at Ashfield Capital Partners, said investors don't want to miss out on more of the rally that has driven the Dow up 56% since its bear-market low in March.</br></br>""You don't want to be left out of a market where you're seeing the prospects for substantially higher earnings, low interest rates and ample liquidity,"" he said. ""You don't want to be left out of that because stocks are likely to head higher in that environment.""</br></br>American Express led the Dow's gains in percentage terms, up 4.9%, followed by Bank of America, which rose 4.8%. Financials benefited from expectations that low interest rates will boost banks' profits in the months ahead.",,,
842616860,3,10/14/11,"What's Occupying Wall Street? The protestors have a point, if not the right target.","In the matter of Occupy Wall Street, the allegedly anticapitalist movement that's been camped out in lower Manhattan for the past few weeks and has inspired copycat protests from Boston to Los Angeles, we have some sympathy. Really? Well, yeah.</br></br>OK, not for the half-naked demonstrators, the ranting anti-Semites, Kanye West or anyone else who has helped make Occupy Wall Street a target for easy ridicule. But to the extent that the mainly young demonstrators have a valid complaint, it's that they are trying to bust their way into an economy where there is one job for every five job-seekers, and where youth unemployment runs north of 18%. That is a cause for frustration, if not outrage.</br></br>The question is, outrage at whom? On Wednesday, Occupy Wall Street marched on J.P. Morgan Chase's headquarters, after having protested outside CEO Jamie Dimon's home the previous day. That's odd, seeing that J.P. Morgan didn't take on excessive mortgage risk and didn't need (although it was forced to take) TARP money. The demonstrators also picketed the home of hedge fund mogul John Paulson, who made much of his recent fortune betting against the housing bubble, not helping to inflate it.</br></br>As for Wall Street itself, on Tuesday New York state Comptroller Thomas DiNapoli issued a report predicting that the financial industry will likely lose 10,000 jobs by the end of next year. That's on top of the 4,100 jobs lost since April, and the 22,000 since the beginning of 2008. Overall New York-area employment in finance and insurance has declined by 8.9% since late 2006. Even Goldman Sachs is planning layoffs.</br></br>So much for the cliche of Wall Street versus Main Street, the greedy 1% versus the hard-done-by 99%. That may be the core conviction of Occupy Wall Street and its fellow-travelers, and it may be a slogan in nearly every Democratic campaign next year, including President Obama's. Whether or not that's smart Democratic politics, the voters will decide.",,,
842616862,7,1/13/07,Exxon Mobil Gain Helps Boost Blue Chips to Another Record,,,"A strong advance from Exxon Mobil helped lift the Dow Jones Industrial Average to its second record in as many days, while Google surpassed $500 and helped place the Nasdaq Composite Index at a six- year peak.</br></br>But Advanced Micro Devices was a big decliner after saying it won't produce as much profit as expected, and Cablevision Systems slid as a buyout offer was seen as too light, losing 1.21, or 4.1%, to 28.39.</br></br>The Dow's 41.10-point, or 0.33%, rise Friday to 12556.08 meant that it rose 1.3% on the week. This was its best week, points and percentage-wise, since mid-November.</br></br>The Nasdaq Composite gained 17.97, or 0.72%, to 2502.82, and gained 2.8% for the week. The Standard & Poor's 500-stock index added 6.91, or 0.49%, to 1430.73, and 1.5% for the week.</br></br>""The economic numbers we've seen over the past few days are showing we're not rolling over into a recession, and right now the market is somewhat relieved,"" said Jay Suskind, director of trading at Ryan Beck & Co.",
842616866,3,9/13/88,REGIONS,"More Trials Expected</br></br>For Great Lakes States</br></br>WHICH REGION will suffer most in the next recession? Data Resources says it's the same one that got stung worst in the last four economic downturns: the Great Lakes states.</br></br>The Lexington, Mass., economic-consulting firm has produced a scenario that assumes a relatively severe recession starting in late 1989, with the nation's economic output falling four percentage points by the fourth quarter of 1990 and interest rates surging. In this model, Michigan, Illinois, Indiana, Ohio and Wisconsin would lose 10% of their manufacturing jobs by the end of 1990.</br></br>Does all this sound familiar? In the major recessions of 1975 and 1982, and in the less severe slumps of 1960 and 1970, the Great Lakes states also sustained the biggest percentage job losses of any region.",,,
842616874,3,2/11/08,New Hitches In Markets May Widen Credit Woes,"A widening array of financial-market problems threatens to trigger a new phase in the global credit crunch, extending it beyond the risky mortgages that have cost banks and investors more than $100 billion in losses and helped push the U.S. economy toward recession.</br></br>In the past few days, low-rated corporate loans -- the kind that fueled the buyout boom of recent years -- have plummeted in value. As a result, banks are expected to try to unload some of those loans this week at fire-sale prices.</br></br>Nervous buyers also have retreated in recent days from the market for securities backed by student loans and municipal bonds, roiling some corners of the short-term money markets. Similarly, investors have recoiled from debt backed by commercial real estate, such as office buildings.</br></br>Over the weekend, the world's top banking authorities warned that the U.S.-led economic slowdown and continued uncertainty about securities could lead banks to further reduce their lending, and choke off economic activity.</br></br>One sign of investors' anxiety: Standard & Poor's said its index of the prices on high-risk corporate loans fell to a record low of 86.28 cents on the dollar at the end of last week.",,,
842616877,5,5/16/00,U.S. Industrial Output Jumped 0.9% In April Despite Higher Interest Rates,"WASHINGTON -- Production by U.S. factories, mines and utilities continued to accelerate in April, offering further evidence of the economy's strength in the face of rising interest rates.</br></br>Industrial output jumped 0.9% last month from March, its fastest pace in almost two years, the Federal Reserve said. Output is now 6.1% higher than it was a year earlier. The March gain, meanwhile, was revised upward to 0.7%, sharply higher than the preliminary estimate of a 0.3% increase. Taken together, the numbers suggest that U.S. industrial production continues to gain strength and that the April increase isn't a one-month anomaly.</br></br>With suppliers straining to keep up with strong consumer and business demand, the nation's capacity-utilization rate jumped 0.4% to 82.1%, the first time that the index has climbed above 82% in about two years. Utilization rates of less than 84%, however, suggest that manufacturers have enough slack to increase output without triggering production delays or bottlenecks</br></br>The report came as the Federal Reserve's Federal Open Market Committee prepared to meet here to consider a further interest-rate increase designed to slow the pace of the economy's growth while keeping inflation under wraps. The central bank has raised rates by a quarter of a percentage point five times since last June, but is widely expected to choose a more aggressive, half-point increase at its meeting today. A half-point move would bring the federal-funds rate -- the rate at which banks lend to each other overnight -- to its highest level in about nine years.</br></br>Still, yesterday's report offers some good news on the inflation front. Most of the overall increase in industrial output came about because of a 1.6% run-up in production of computers and other information-processing hardware and software. This and other technology have helped spark the massive productivity gains, which have held inflation in check in recent years. Technology production rose 2.7% in April, and is up an eye-popping 59% year over year. Consumer goods production, by comparison, increased 0.6% after being flat the last two months.",,,
842616879,3,9/19/01,"Regional Report: Attacks' Effect on Regional Outlook --- Prospects Dim Across U.S., With Tourism States And Northeast Hit Hard","ECONOMIC RIPPLES from last week's terrorist attacks are being felt in all regions of the U.S. But the force of the impact will depend very much on where you live.</br></br>Among the hardest hit will be states and cities built on tourism, including Florida and Las Vegas. They were holding up best amid a slumping economy before the attacks. But now that air travel has been hobbled by security fears, sharply reduced visits by vacationers and business travelers have dimmed those economic bright spots.</br></br>A few regions may weather the storm better: oil-producing economies such as Houston and Louisiana; defense-contracting strongholds such as Southern California and northern Virginia; and areas where displaced Manhattan firms are setting up temporary or permanent offices, most notably New Jersey, which could gain as many as 100,000 jobs.</br></br>Still, few places, if any, will escape unscathed. ""There is no part of the country whose outlook has not worsened,"" says Mark Vitner, economist for First Union Securities in Charlotte, N.C.</br></br>The impact of the attacks will whack from one to more than three percentage points off anticipated growth in output over the next nine months, depending on the region and whether the expected U.S. military response is relatively quickly resolved or protracted and uncertain. Overall, the U.S. gross national product -- the value of all goods and services produced -- would grow only 1.5% between the second quarters of 2001 and 2002 under the more optimistic scenario and contract 0.05% under the more pessimistic assumption, according to Economy.com, a West Chester, Pa., economic-consulting firm. That compares with a pre-attack forecast of 2.55% growth.",,,
842616881,4,5/5/94,Bucking a Trend: Biggest Show of Force In a Decade Halts Slide Of the Dollar -- for Now --- U.S. and Allies Act Together To Stop a Puzzling Fall,,"The Clinton administration, alarmed that the declining dollar threatens its hopes for the U.S. economy, led a 16-nation offensive to prop up the currency.</br></br>As Treasury Secretary Lloyd Bentsen declared unequivocally for the first time that the dollar has fallen too far, the U.S. recruited allies ranging from Germany to Portugal to buy dollars in the most-coordinated show of force that currency markets have seen in a decade.</br></br>The intervention met with modest initial success, but the markets are sure to test the dollar again. And this will increase pressure on the Federal Reserve Board to further increase interest rates to shore up the currency. The dollar traded late yesterday at 1.6535 marks, up from 1.6368 the day before, and at 101.85 yen, up from 101.00.</br></br>In a clear and deliberate departure from past rhetoric, which described intervention as a response to ""disorderly"" markets and ""volatility,"" Mr. Bentsen said yesterday's moves ""reflect our view that recent movements in exchange markets have gone beyond what is justified by economic fundamentals."" Trying to dispel the notion that the U.S. wants to depreciate its currency to make its exports more attractive and to put pressure on Japan to agree to trade concessions, Mr. Bentsen said: ""This administration sees no advantage in an undervalued currency.""</br></br>Administration officials say that the markets have badly misread their dollar policy. The intervention is an effort to ""counteract a negative psychology that had developed in part on the false perception that the U.S. was trying to drive down the dollar for competitive reasons or that the U.S. was somehow indifferent to where market forces took the dollar,"" a senior Treasury official said yesterday. Of course, Mr. Bentsen himself contributed to all this back in February 1993, just after taking office, when he told a questioner that he would like to see a stronger yen. He has since been more careful, but other officials occasionally have reinforced the markets' impression that the administration favors a weak dollar. That view gained credence earlier this year when the Treasury failed to act to brake the dollar when it fell sharply against the yen.",,
842616883,3,4/21/00,"Options Report: Volatility in Options Market Remains High, Indicating Continuing Nervousness for Traders","NEW YORK -- A week that began with some of the most powerful rallies in the stock market's history ended with a whimper in the options market.</br></br>Volatility, a major factor in the price of options, remained at elevated levels, while equity and index options trading patterns indicated that traders were still nervous.</br></br>The option market's fear gauge, the Chicago Board Options Exchange Market Volatility Index, fell 1.93 to 28.31.</br></br>When the VIX declines, it normally means traders are increasingly optimistic about the stock market. But yesterday's expiration of April options contracts likely depressed the index. That is because dealers unwound hedges that had been initiated to offset risk associated with filling options orders executed by money managers and retail investors.</br></br>Indeed, Schaeffer's Investment Research, a trading-advisory firm, advised clients that it was shifting its short-term stock-market outlook to neutral from bullish because the VIX is trending higher. The VIX has closed above the psychologically significant 30 level for five of the past six sessions. ""Whenever the VIX trends higher, the market tends to undergo weakness,"" Schaeffer's said in a research report yesterday.",,,
842616884,4,8/2/90,Four Indicators for Stock Market Appear to Be Calling for Caution,"The stock market's retreat from record territory has left many investors hungry for clues: Is this just a pause in a continuing upward climb, or are stock prices really in for a slide?</br></br>No one can say for sure, of course, but this could be a good time to step back from the market's day-to-day gyrations and take a look at some widely watched indicators. These measures -- financial ratios, trading patterns and the like -- have traditionally been viewed as stock-market signposts.</br></br>The gauges aren't perfect. Market professionals frequently disagree on how to interpret a particular reading. And many of the indicators are ""far from reliable,"" said Alfred Goldman, director of market analysis for A.G. Edwards & Sons in St. Louis.</br></br>Still, the indicators can be useful in evaluating the market in light of longer-term trends. While these measures won't tell what stock prices are going to do tomorrow, they may help investors cut back their stock holdings when the market is vulnerable and increase their exposure when the risks are lower. The whole idea is to ""play the probabilities,"" said Gerald Perritt, a Chicago newsletter editor and money manager.</br></br>Here's a guide to four popular indicators that several analysts say are now flashing caution signals:",,,
842616895,6,3/9/99,Small-Stock Focus: Nasdaq Posts Steepest Gains of Major Indexes,,"Corrections & Amplifications</br></br>O'SULLIVAN INDUSTRIES HOLDINGS Inc. said it expects earnings for the fiscal third quarter ending March 31 will be up more than 70% from a year earlier. Yesterday's Small Stock Focus incorrectly stated that the company expects earnings to be up 24%. (WSJ Mar. 10, 1999)</br></br>NEW YORK -- Small-capitalization stocks rose moderately, outpacing most broad-market and blue-chip measures.</br></br>A notable exception, however, was the overall Nasdaq market, which was sharply higher and posted the steepest gains of the major stock-market indexes.</br></br>The overall Nasdaq market outperformed the small-cap market, as measured by the Russell 2000 index, largely because of the strength of Nasdaq's large-cap technology components.",,
842616896,3,12/4/96,"Tuesday's markets: Blue chips fall 79.01, leaving traders uneasy","In one of the stock market's more abrupt declines in recent months, a late-day, 30-minute selling frenzy sent the Dow Jones Industrial Average to a loss of 79.01 points, or 1.21%.</br></br>The decline, to a finish of 6442.69, was the seventh-biggest for the Dow industrials this year -- and the sharpest since July 15, when the index dropped 161.05.</br></br>Blue-chip stocks bore the brunt of the selling, but by the time the dust settled, the broader Standard & Poor's 500-stock index had fallen 8.28 points, or 1.09%.</br></br>While the percentage move alone wasn't alarming by historic proportions, the sudden shift in the market's direction and sentiment after weeks of bullishness and continued records left uneasy traders bracing for today. They noted that futures contracts on the S&P 500 index continued to fall in after-hours electronic trading.</br></br>""This is certainly setting up as the first real correction we've seen since"" the market's recovery from its summer doldrums, said Jon Olesky, managing director and head of block trading at Morgan Stanley. He further noted that ""this does not have the feel of a one-day event.""",,,
842616898,6,7/17/92,Initial Jobless Claims Fell During the Holiday Week,"Corrections & Amplifications</br></br>STATE UNEMPLOYMENT BENEFITS in the week ended June 27 were</br></br>being paid to 3,141,000 people, after seasonal adjustment, or</br></br>3.0% of those covered by unemployment insurance. In the</br></br>previous week, a seasonally adjusted 3,298,000 people were",,,
842616902,2,3/20/89,Business and Finance,"FED EFFORTS TO DAMP inflation have had little effect so far. Friday's report that producer prices jumped 1% in February, or at a 12.7% annual rate, alarmed economists and sent financial markets reeling. The surge in prices, which affected a broad range of items, makes it likely the Fed will push up interest rates even further, fueling recession fears.</br></br>The Dow Jones industrials skidded 48.57, or 2%, to 2292.14, the worst drop in nearly a year. Bonds plunged, sending long-term Treasury yields to six-month highs. The dollar surged.</br></br>---</br></br>Adjustable-rate mortgages are reaching four year highs, while fixed-rate loans continue to near 2 1/2-year highs. The increases are starting to generate fear among some consumers and in the housing industry.</br></br>---",,,
842616904,5,4/5/00,Business and Finance,"THE STOCK MARKET STAGED one of its biggest declines and one of its biggest recoveries-all in the same day. The Nasdaq was down 574.57 points at its low, before rebounding to finish at 4148.89, off 74.79. The Dow Jones Industrial Average dropped 503.53 at its low, but recovered to end down only 57.09 at 11164.84. The market's swings could signal some modest slowing of the economy, but the Fed still is likely to raise rates again when it meets next month.</br></br>---</br></br>Judge Jackson told Microsoft and the government that he wants to move quickly to determine penalties in the antitrust case, and then immediately seek an appeal to avoid disrupting the economy. Microsoft shares fell $2.3125, extending Monday's 14% drop.</br></br>---</br></br>Netscape is introducing a major overhaul of its Web browser, the first since it became part of AOL last year. AOL said the move, which follows the Microsoft ruling, is coincidental.",,,
842616905,5,4/9/14,U.S. Stocks Break a Losing Streak --- Tech Shares Help Indexes Rise in Choppy Trading After 3 Sessions of Losses,,"Stocks gained ground for the first time in four sessions, led by strength in tech stocks, as investors girded for the start of earnings season.</br></br>The Nasdaq Composite Index climbed 33.23 points, or 0.8%, to 4112.99 after falling 4.6% in the past three trading sessions. That was the biggest three-day percentage decline since November 2011.</br></br>The Dow Jones Industrial Average advanced 10.27 points, or 0.1%, to 16256.14 in choppy trading that reflected uncertainty about corporate profits, the health of the U.S. economy and the impact of the Federal Reserve lessening its stimulus. The Dow, which last closed at a record high on Dec. 31, is down 1.9% in the year to date. The S&P 500 index gained 6.92 points, or 0.4%, to 1851.96. The index is up 0.2% since the start of the year.</br></br>Tesla Motors Inc., one of the stocks caught up in the recent selloff, rallied $7.94, or 3.8%, to $215.46 after the auto maker said it started offering a business-leasing program that is expected to spur sales of its electric vehicles.</br></br>Investors had been selling stocks such as Tesla amid worries that such a quick run-up in share prices -- and valuations -- was happening on shaky fundamentals. In the past month, Tesla shares tumbled 12%, although they are up 43% since the start of the year.",,
